alt_km,lat_deg,lon_deg,lt_h,doy,f107,f107m,kp3h,kp24h,temperature_k,exospheric_temp_k,density_g_cm3,mean_mol_mass_g,d_h_g_cm3,d_he_g_cm3,d_o_g_cm3,d_n2_g_cm3,d_o2_g_cm3,d_n_g_cm3
309.67000000000002,-17.609999999999999,-68.729999999999961,21.09,115,117.31,104.77,2.8500000000000001,2.2800000000000002,1000,1000,5.1707715800070053e-13,2.2234461307525635,1.7702529166944286e-13,1.8412520314849135e-13,1.3128036255739134e-13,1.1760345200115003e-14,1.1531949118634985e-15,1.1732767501418297e-14
312.98000000000002,-16.340000000000003,-63.620000000000005,21.460000000000001,117,118.14,105.38,2.9000000000000004,2.3199999999999998,1000,1000,5.0629558054696155e-13,2.1936826705932617,1.7639828400056734e-13,1.815304091941361e-13,1.2403508667206686e-13,1.2138237091071247e-14,1.0294192578306485e-15,1.1164188165244376e-14
316.28999999999996,-15.069999999999993,-58.509999999999991,21.829999999999998,119,118.97,105.99000000000001,2.9500000000000002,2.3599999999999999,1000,1000,4.9585032260712758e-13,2.164600133895874,1.7577410880986744e-13,1.7897471428062611e-13,1.1719616976098995e-13,1.2362589860777547e-14,9.1903074777091587e-16,1.0623677806876567e-14
319.60000000000002,-13.799999999999997,-53.399999999999977,22.199999999999999,121,119.8,106.59999999999999,3,2.3999999999999999,1000,1000,4.8568793301409507e-13,2.1360173225402832,1.751527796498703e-13,1.7645746788665789e-13,1.1074064706689465e-13,1.2406627950738245e-14,8.2057312028973369e-16,1.0109840516017796e-14
322.90999999999997,-12.530000000000001,-48.289999999999964,22.57,123,120.63,107.21000000000001,3.0500000000000003,2.4399999999999999,1000,1000,4.7576553157194224e-13,2.1077899932861328,1.7453424231046732e-13,1.7397806014850942e-13,1.0464652283820666e-13,1.225262296136731e-14,7.3274490926364573e-16,9.6213227340183512e-15
326.22000000000003,-11.260000000000005,-43.180000000000007,22.940000000000001,125,121.46000000000001,107.81999999999999,3.1000000000000001,2.48,1000,1000,4.6605384482201195e-13,2.0798225402832031,1.7391851034418565e-13,1.7153592186004013e-13,9.8893373416501784e-14,1.1894837938512988e-14,6.5439139702730756e-16,9.1568683110174534e-15
329.52999999999997,-9.9899999999999949,-38.069999999999993,23.309999999999999,127,122.28999999999999,108.43000000000001,3.1500000000000004,2.52,1000,1000,4.5653823603497568e-13,2.0520777702331543,1.7330554309344381e-13,1.6913040249994654e-13,9.3461669610148124e-14,1.134088008507457e-14,5.8448073863228583e-16,8.7152524373733734e-15
332.84000000000003,-8.7199999999999989,-32.95999999999998,23.68,129,123.12,109.03999999999999,3.2000000000000002,2.5600000000000001,1000,1000,4.472189220512679e-13,2.0245769023895264,1.7269534055824182e-13,1.6676095996714241e-13,8.8333284914074439e-14,1.061190489594268e-14,5.2209787379774988e-16,8.2953477122333155e-15
336.14999999999998,-7.4500000000000028,-27.849999999999966,0.050000000000000711,131,123.94999999999999,109.65000000000001,3.25,2.6000000000000001,1000,1000,4.381090217171757e-13,1.9973965883255005,1.720878891860525e-13,1.6442701150296002e-13,8.3490960184947477e-14,9.7406806877147964e-15,4.6642530985048091e-16,7.8960538397987966e-15
339.46000000000004,-6.1799999999999926,-22.739999999999952,0.41999999999999815,133,124.78,110.25999999999999,3.3000000000000003,2.6400000000000001,1000,1000,4.2923119485810401e-13,1.9706555604934692,1.7148317542434871e-13,1.6212796079620451e-13,7.8918466271497845e-14,8.7685231864591436e-15,4.1673549842834666e-16,7.5163492983354278e-15
342.76999999999998,-4.9099999999999966,-17.629999999999995,0.78999999999999915,135,125.61,110.87,3.3500000000000001,2.6800000000000002,1000,1000,4.2061363073053748e-13,1.9444994926452637,1.7088118572060329e-13,1.5986331995589825e-13,7.4600563356938543e-14,7.7409629541894814e-15,3.7238088284317124e-16,7.1552532236902888e-15
346.08000000000004,-3.6400000000000006,-12.519999999999982,1.1600000000000001,137,126.44,111.47999999999999,3.4000000000000004,2.7200000000000002,1000,1000,4.1228503358699264e-13,1.9190798997879028,1.7028187941723477e-13,1.5763247911831924e-13,7.0522817999848358e-14,6.7032451028163458e-15,3.3278407779250283e-16,6.8118355736872943e-15
349.38999999999999,-2.3700000000000045,-7.4099999999999682,1.5300000000000011,139,127.27,112.09,3.4500000000000002,2.7600000000000002,1000,1000,4.0427066533808842e-13,1.8945364952087402,1.6968527006677031e-13,1.5543490973490837e-13,6.6671637015489754e-14,5.6962211843528641e-15,2.9743045782132523e-16,6.4852133164789317e-15
352.70000000000005,-1.0999999999999943,-2.2999999999999545,1.8999999999999986,141,128.09999999999999,112.69999999999999,3.5,2.8000000000000003,1000,1000,3.9658941820668037e-13,1.8709844350814819,1.6909135766920991e-13,1.5327011036216087e-13,6.3034287804599604e-14,4.7532126279110735e-15,2.6586241337988432e-16,6.1745512775792082e-15
356.00999999999999,0.17000000000000171,2.8100000000000023,2.2699999999999996,143,128.93000000000001,113.31,3.5500000000000003,2.8399999999999999,1000,1000,3.8925129395780966e-13,1.8485018014907837,1.6850008801444494e-13,1.5113756600404482e-13,5.9598674736691115e-14,3.8982277353479498e-15,2.3767109225245227e-16,5.8790570576659675e-15
359.31999999999999,1.4399999999999977,7.9200000000000159,2.6400000000000006,145,129.75999999999999,113.92,3.6000000000000001,2.8799999999999999,1000,1000,3.8225764784419192e-13,1.8271286487579346,1.679114611024754e-13,1.4903674811200113e-13,5.6353403524557824e-14,3.1455449410553588e-15,2.1249241585549755e-16,5.5979738328008379e-15
362.63,2.710000000000008,13.03000000000003,3.009999999999998,147,130.59,114.53,3.6500000000000004,2.9199999999999999,1000,1000,3.7560151386686891e-13,1.8068675994873047,1.673254769333013e-13,1.4696714168999786e-13,5.3287818493723271e-14,2.5004986467768711e-15,1.9000236761691579e-16,5.3305884012422311e-15
365.94,3.980000000000004,18.140000000000043,3.379999999999999,149,131.41999999999999,115.14,3.7000000000000002,2.96,1000,1000,3.6926939370879319e-13,1.7876908779144287,1.6674212195439547e-13,1.4492829950463887e-13,5.0391782353874717e-14,1.9610466560766567e-15,1.6991143432231343e-16,5.0762193249840812e-15
369.25,5.25,23.25,3.75,151,132.25,115.75,3.75,3,1000,1000,3.6324269330270664e-13,1.7695443630218506,1.6616136906070361e-13,1.4291969300736507e-13,4.7655730408971766e-14,1.5197667368752814e-15,1.5196144297634532e-16,4.8342198943711594e-15
372.56,6.519999999999996,28.360000000000014,4.120000000000001,153,133.07999999999998,116.36,3.8000000000000003,3.04,1000,1000,3.5750054175678891e-13,1.7523620128631592,1.6558317759464425e-13,1.4094086141225315e-13,4.5070724767354992e-14,1.1658717128312248e-15,1.3592280794563614e-16,4.6039789751320219e-15
375.87,7.7900000000000063,33.470000000000027,4.4899999999999984,155,133.91,116.97,3.8500000000000001,3.0800000000000001,1000,1000,3.5202065871639543e-13,1.7360677719116211,1.6500760176632601e-13,1.389913168283255e-13,4.2628264606365748e-14,8.8698426206317428e-16,1.2159015021025632e-16,4.3849142321154312e-15
379.18000000000001,9.0600000000000023,38.580000000000041,4.8599999999999994,157,134.74000000000001,117.58,3.9000000000000004,3.1200000000000001,1000,1000,3.467814143481851e-13,1.7205854654312134,1.6443457381311311e-13,1.3707065267976742e-13,4.0320387816299846e-14,6.7053192747459347e-16,1.0878086137817866e-16,4.1764738233562512e-15
382.49000000000001,10.329999999999998,43.689999999999998,5.2300000000000004,159,135.56999999999999,118.19,3.9500000000000002,3.1600000000000001,1000,1000,3.4176210039066346e-13,1.7058407068252563,1.6386409373500554e-13,1.3517834041801985e-13,3.813952869887241e-14,5.0470436986323804e-16,9.733159643948109e-17,3.9781313178777634e-15
385.80000000000001,11.599999999999994,48.800000000000011,5.6000000000000014,161,136.39999999999998,118.8,4,3.2000000000000002,1000,1000,3.3694420409173531e-13,1.6917669773101807,1.6329614797947617e-13,1.3331397346726809e-13,3.6078595894249027e-14,3.7902043000956288e-16,8.7096837780803276e-17,3.7893890838234558e-15
389.11000000000001,12.870000000000005,53.910000000000025,5.9699999999999989,163,137.22999999999999,119.41,4.0499999999999998,3.2400000000000002,1000,1000,3.3231105584299869e-13,1.6783032417297363,1.6273073654652498e-13,1.314771316991703e-13,3.4130911394673544e-14,2.8457495937150791e-16,7.7946923186766306e-17,3.6097736297758132e-15
